編號,字元,UNICODE,區段,CNS11643,Big5,筆畫,部首
587,吉,U+5409,URO,1-474F,A64E,6,口
588,吊,U+540A,URO,1-4752,A651,6,口
589,吋,U+540B,URO,1-4755,A654,6,口
590,同,U+540C,URO,1-4751,A650,6,口
591,名,U+540D,URO,1-4758,A657,6,口
592,后,U+540E,URO,1-475B,A65A,6,口
593,吏,U+540F,URO,1-4750,A64F,6,口
594,吐,U+5410,URO,1-4753,A652,6,口
595,向,U+5411,URO,1-4757,A656,6,口
596,吒,U+5412,URO,1-475D,A65C,6,口
597,吓,U+5413,URO,3-233A,,6,口
598,吔,U+5414,URO,14-4D6D,,6,口
599,吙,U+5419,URO,2-233D,CA7B,7,口
600,吚,U+541A,URO,3-2476,,7,口
601,君,U+541B,URO,1-4949,A767,7,口
602,吝,U+541D,URO,1-493D,A75B,7,口
603,吞,U+541E,URO,1-493F,A75D,7,口
604,吟,U+541F,URO,1-4957,A775,7,口
605,吠,U+5420,URO,1-4952,A770,7,口
606,吡,U+5421,URO,3-2479,,7,口
607,否,U+5426,URO,1-4941,A75F,7,口
608,吧,U+5427,URO,1-4943,A761,7,口
609,吩,U+5429,URO,1-494A,A768,7,口
610,吪,U+542A,URO,2-233A,CA78,7,口
611,含,U+542B,URO,1-4956,A774,7,口
612,吭,U+542D,URO,1-493E,A75C,7,口
613,吮,U+542E,URO,1-494F,A76D,7,口
614,吱,U+5431,URO,1-4955,A773,7,口
615,吳,U+5433,URO,1-4946,A764,7,口
616,吵,U+5435,URO,1-4950,A76E,7,口
617,吶,U+5436,URO,1-4951,A76F,7,口
618,吸,U+5438,URO,1-494E,A76C,7,口
619,吹,U+5439,URO,1-494C,A76A,7,口
620,吻,U+543B,URO,1-494D,A76B,7,口
621,吼,U+543C,URO,1-4953,A771,7,口
622,吾,U+543E,URO,1-4940,A75E,7,口
623,呀,U+5440,URO,1-4954,A772,7,口
624,呂,U+5442,URO,1-4948,A766,7,口
625,呃,U+5443,URO,1-4945,A763,7,口
626,呆,U+5446,URO,1-4944,A762,7,口
627,呈,U+5448,URO,1-4947,A765,7,口
628,告,U+544A,URO,1-494B,A769,7,口
629,呎,U+544E,URO,1-4942,A760,7,口
630,呔,U+5454,URO,2-233B,CA79,7,口
631,呢,U+5462,URO,1-4C51,A94F,8,口
632,呣,U+5463,URO,2-256D,CBED,8,口
633,呥,U+5465,URO,2-2564,CBE4,8,口
634,呦,U+5466,URO,2-2567,CBE7,8,口
635,呧,U+5467,URO,2-256E,CBEE,8,口
636,周,U+5468,URO,1-4C52,A950,8,口
637,呫,U+546B,URO,2-2561,CBE1,8,口
638,呯,U+546F,URO,2-2569,CBE9,8,口
639,呰,U+5470,URO,2-294A,CE49,9,口
640,呱,U+5471,URO,1-4C4D,A94B,8,口
641,呲,U+5472,URO,2-294E,CE4D,9,口
642,味,U+5473,URO,1-4C40,A8FD,8,口
643,呴,U+5474,URO,2-2566,CBE6,8,口
644,呵,U+5475,URO,1-4C41,A8FE,8,口
645,呷,U+5477,URO,1-4C47,A945,8,口
646,呸,U+5478,URO,1-4C43,A941,8,口
647,呺,U+547A,URO,2-2562,CBE2,8,口
648,呻,U+547B,URO,1-4C46,A944,8,口
649,呼,U+547C,URO,1-4C4B,A949,8,口
650,命,U+547D,URO,1-4C54,A952,8,口
651,呾,U+547E,URO,2-2563,CBE3,8,口
652,呿,U+547F,URO,2-255C,CBDC,8,口
653,咀,U+5480,URO,1-4C45,A943,8,口
654,咁,U+5481,URO,2-255D,CBDD,8,口
655,咂,U+5482,URO,2-255F,CBDF,8,口
656,咄,U+5484,URO,1-4C48,A946,8,口
657,咅,U+5485,URO,3-276C,,8,口
658,咆,U+5486,URO,1-4C4A,A948,8,口
659,咇,U+5487,URO,2-255B,CBDB,8,口
660,咈,U+5488,URO,2-2560,CBE0,8,口
661,咋,U+548B,URO,1-4C53,A951,8,口
662,和,U+548C,URO,1-4C4F,A94D,8,口
663,咍,U+548D,URO,2-2568,CBE8,8,口
664,咎,U+548E,URO,1-4C55,A953,8,口
665,咏,U+548F,URO,3-2773,,8,口
666,咐,U+5490,URO,1-4C4C,A94A,8,口
667,咑,U+5491,URO,2-255E,CBDE,8,口
668,咒,U+5492,URO,1-4C49,A947,8,口
669,咕,U+5495,URO,1-4C44,A942,8,口
670,咖,U+5496,URO,1-4C42,A940,8,口
671,咚,U+549A,URO,1-4C50,A94E,8,口
672,咠,U+54A0,URO,2-2949,CE48,9,口
673,咡,U+54A1,URO,2-293D,CDFB,9,口
674,咣,U+54A3,URO,3-2B57,,9,口
675,咥,U+54A5,URO,2-293F,CDFD,9,口
676,咦,U+54A6,URO,1-503C,AB78,9,口
677,咧,U+54A7,URO,1-504A,ABA8,9,口
678,咨,U+54A8,URO,1-5038,AB74,9,口
679,咩,U+54A9,URO,1-5049,ABA7,9,口
680,咪,U+54AA,URO,1-5041,AB7D,9,口
681,咫,U+54AB,URO,1-5046,ABA4,9,口
682,咬,U+54AC,URO,1-5036,AB72,9,口
683,咭,U+54AD,URO,2-293E,CDFC,9,口
684,咮,U+54AE,URO,2-2944,CE43,9,口
685,咯,U+54AF,URO,1-5045,ABA3,9,口
686,咱,U+54B1,URO,1-5047,ABA5,9,口
687,咳,U+54B3,URO,1-503D,AB79,9,口
688,咸,U+54B8,URO,1-503B,AB77,9,口
689,咻,U+54BB,URO,1-5048,ABA6,9,口
690,咽,U+54BD,URO,1-5040,AB7C,9,口
691,咾,U+54BE,URO,2-294D,CE4C,9,口
692,咿,U+54BF,URO,1-504B,ABA9,9,口
693,哀,U+54C0,URO,1-5037,AB73,9,口
694,品,U+54C1,URO,1-5042,AB7E,9,口
695,哂,U+54C2,URO,1-503F,AB7B,9,口
696,哄,U+54C4,URO,1-5043,ABA1,9,口
697,哆,U+54C6,URO,2-2948,CE47,9,口
698,哇,U+54C7,URO,1-503E,AB7A,9,口
699,哈,U+54C8,URO,1-5044,ABA2,9,口
700,哉,U+54C9,URO,1-503A,AB76,9,口
701,哊,U+54CA,URO,3-2B55,,9,口
702,哎,U+54CE,URO,1-5039,AB75,9,口
703,哐,U+54D0,URO,3-2B53,,9,口
704,哖,U+54D6,URO,2-2945,CE44,9,口
705,員,U+54E1,URO,1-545E,ADFB,10,口
706,哢,U+54E2,URO,2-2E34,D0F1,10,口
707,哥,U+54E5,URO,1-5457,ADF4,10,口
708,哦,U+54E6,URO,1-5462,AE40,10,口
709,哨,U+54E8,URO,1-5452,ADEF,10,口
710,哩,U+54E9,URO,1-545C,ADF9,10,口
711,哪,U+54EA,URO,1-5461,ADFE,10,口
712,哭,U+54ED,URO,1-545D,ADFA,10,口
713,哮,U+54EE,URO,1-5460,ADFD,10,口
714,哯,U+54EF,URO,3-2F77,,10,口
715,哱,U+54F1,URO,2-2E41,D0FE,10,口
716,哲,U+54F2,URO,1-5458,ADF5,10,口
717,哳,U+54F3,URO,2-2E38,D0F5,10,口
718,哵,U+54F5,URO,3-2F78,,10,口
719,哹,U+54F9,URO,3-2F79,,10,口
720,哺,U+54FA,URO,1-545A,ADF7,10,口
721,哼,U+54FC,URO,1-5456,ADF3,10,口
722,哽,U+54FD,URO,1-5465,AE43,10,口
723,唁,U+5501,URO,1-5454,ADF1,10,口
724,唅,U+5505,URO,2-2E40,D0FD,10,口
725,唆,U+5506,URO,1-5459,ADF6,10,口
726,唇,U+5507,URO,1-5464,AE42,10,口
727,唉,U+5509,URO,1-545F,ADFC,10,口
728,唊,U+550A,URO,2-2E42,D140,10,口
729,唌,U+550C,URO,2-3424,D4A1,11,口
730,唎,U+550E,URO,2-2E47,D145,10,口
731,唏,U+550F,URO,1-5466,AE44,10,口
732,唐,U+5510,URO,1-5453,ADF0,10,口
733,唔,U+5514,URO,1-545B,ADF8,10,口
734,唚,U+551A,URO,2-2E3A,D0F7,10,口
735,唧,U+5527,URO,1-5463,AE41,10,口
736,唩,U+5529,URO,3-345F,,11,口
737,唪,U+552A,URO,2-337A,D477,11,口
738,唬,U+552C,URO,1-5949,B0E4,11,口
739,唭,U+552D,URO,2-342A,D4A7,11,口
740,售,U+552E,URO,1-5947,B0E2,11,口
741,唯,U+552F,URO,1-5944,B0DF,11,口
742,唱,U+5531,URO,1-5940,B0DB,11,口
743,唵,U+5535,URO,2-337E,D47B,11,口
744,唶,U+5536,URO,2-337D,D47A,11,口
745,唷,U+5537,URO,1-5455,ADF2,10,口
746,唸,U+5538,URO,1-5946,B0E1,11,口
747,唽,U+553D,URO,4-3077,,11,口
748,唾,U+553E,URO,1-5E4E,B3E8,12,口
749,唿,U+553F,URO,3-3467,,11,口
750,啀,U+5540,URO,2-342C,D4A9,11,口
751,啁,U+5541,URO,1-594C,B0E7,11,口
752,啄,U+5544,URO,1-593B,B0D6,11,口
753,商,U+5546,URO,1-5938,B0D3,11,口
754,啉,U+5549,URO,3-345B,,11,口
755,啊,U+554A,URO,1-593F,B0DA,11,口
756,問,U+554F,URO,1-5942,B0DD,11,口
757,啐,U+5550,URO,2-3378,D475,11,口
758,啕,U+5555,URO,1-5943,B0DE,11,口
759,啖,U+5556,URO,1-5941,B0DC,11,口
760,啗,U+5557,URO,1-594D,B0E8,11,口
761,啜,U+555C,URO,1-5948,B0E3,11,口
762,啞,U+555E,URO,1-593C,B0D7,11,口
763,啟,U+555F,URO,1-5A76,B1D2,11,攴
764,啡,U+5561,URO,1-593D,B0D8,11,口
765,啣,U+5563,URO,1-594A,B0E5,11,口
766,啤,U+5564,URO,1-5945,B0E0,11,口
767,啥,U+5565,URO,2-3426,D4A3,11,口
768,啦,U+5566,URO,1-593A,B0D5,11,口
769,啪,U+556A,URO,1-5939,B0D4,11,口
770,啲,U+5572,URO,3-6722,,11,口
771,啵,U+5575,URO,2-3374,D471,11,口
772,啷,U+5577,URO,2-3A4E,D86A,12,口
773,啻,U+557B,URO,1-5E3D,B3D7,12,口
774,啼,U+557C,URO,1-5E40,B3DA,12,口
775,啽,U+557D,URO,2-3A59,D875,12,口
776,啾,U+557E,URO,1-5E54,B3EE,12,口
777,喀,U+5580,URO,1-5E3E,B3D8,12,口
778,喁,U+5581,URO,2-3A55,D871,12,口
779,喂,U+5582,URO,1-5E44,B3DE,12,口
780,喃,U+5583,URO,1-5E4A,B3E4,12,口
781,善,U+5584,URO,1-6143,B5BD,12,羊
782,喆,U+5586,URO,3-3A38,,12,口
783,喇,U+5587,URO,1-5E48,B3E2,12,口
784,喈,U+5588,URO,2-3A52,D86E,12,口
785,喉,U+5589,URO,1-5E55,B3EF,12,口
786,喊,U+558A,URO,1-5E41,B3DB,12,口
787,喋,U+558B,URO,1-5E49,B3E3,12,口
788,喌,U+558C,URO,2-3A5A,D876,12,口
789,喏,U+558F,URO,2-3A53,D86F,12,口
790,喑,U+5591,URO,2-3A4A,D866,12,口
791,喓,U+5593,URO,2-3A51,D86D,12,口
792,喔,U+5594,URO,1-5E47,B3E1,12,口
793,喘,U+5598,URO,1-5E43,B3DD,12,口
794,喙,U+5599,URO,1-5E57,B3F1,12,口
795,喚,U+559A,URO,1-5E50,B3EA,12,口
796,喜,U+559C,URO,1-5E45,B3DF,12,口
797,喝,U+559D,URO,1-5E42,B3DC,12,口
798,喟,U+559F,URO,1-5E4D,B3E7,12,口
799,喢,U+55A2,URO,2-3A50,D86C,12,口
800,喤,U+55A4,URO,2-3A58,D874,12,口
801,喥,U+55A5,URO,2-3A4C,D868,12,口
802,喧,U+55A7,URO,1-5E3F,B3D9,12,口
803,喨,U+55A8,URO,2-3A4B,D867,12,口
804,喪,U+55AA,URO,1-5E46,B3E0,12,口
805,喫,U+55AB,URO,1-5E56,B3F0,12,口
806,喬,U+55AC,URO,1-5E52,B3EC,12,口
807,單,U+55AE,URO,1-5E4C,B3E6,12,口
808,喲,U+55B2,URO,1-5E4F,B3E9,12,口
809,喳,U+55B3,URO,1-5E4B,B3E5,12,口
810,喴,U+55B4,URO,3-3A2F,,12,口
811,喵,U+55B5,URO,2-3A54,D870,12,口
812,喺,U+55BA,URO,3-6723,,12,口
813,喻,U+55BB,URO,1-5E51,B3EB,12,口
814,嗀,U+55C0,URO,2-4176,DCD1,13,口
815,嗃,U+55C3,URO,2-416F,DCCA,13,口
816,嗄,U+55C4,URO,2-4178,DCD3,13,口
817,嗅,U+55C5,URO,1-634C,B6E5,13,口
818,嗆,U+55C6,URO,1-634D,B6E6,13,口
819,嗇,U+55C7,URO,1-6345,B6DE,13,口
820,嗊,U+55CA,URO,2-4174,DCCF,13,口
821,嗋,U+55CB,URO,2-4173,DCCE,13,口
822,嗍,U+55CD,URO,2-4225,DCDE,13,口
823,嗎,U+55CE,URO,1-6343,B6DC,13,口
824,嗑,U+55D1,URO,1-6346,B6DF,13,口
825,嗒,U+55D2,URO,2-417B,DCD6,13,口
826,嗔,U+55D4,URO,2-4177,DCD2,13,口
827,嗕,U+55D5,URO,2-417E,DCD9,13,口
828,嗖,U+55D6,URO,2-4222,DCDB,13,口
829,嗙,U+55D9,URO,2-4226,DCDF,13,口
830,嗚,U+55DA,URO,1-634A,B6E3,13,口
831,嗜,U+55DC,URO,1-6344,B6DD,13,口
832,嗝,U+55DD,URO,2-4175,DCD0,13,口
833,嗟,U+55DF,URO,1-633F,B6D8,13,口
834,嗡,U+55E1,URO,1-634B,B6E4,13,口
835,嗣,U+55E3,URO,1-6347,B6E0,13,口
836,嗤,U+55E4,URO,1-6348,B6E1,13,口
837,嗥,U+55E5,URO,1-634E,B6E7,13,口
838,嗦,U+55E6,URO,1-6342,B6DB,13,口
839,嗨,U+55E8,URO,1-6340,B6D9,13,口
840,嗬,U+55EC,URO,14-624D,,13,口
841,嗯,U+55EF,URO,1-6349,B6E2,13,口
842,嗲,U+55F2,URO,2-4224,DCDD,13,口
843,嗶,U+55F6,URO,1-6835,B9CD,14,口
844,嗷,U+55F7,URO,1-6830,B9C8,14,口
845,嗹,U+55F9,URO,2-493C,E155,14,口
846,嗺,U+55FA,URO,2-4938,E151,14,口
847,嗽,U+55FD,URO,1-682A,B9C2,14,口
848,嗾,U+55FE,URO,1-6826,B9BE,14,口
849,嘀,U+5600,URO,1-6827,B9BF,14,口
850,嘆,U+5606,URO,1-682C,B9C4,14,口
851,嘇,U+5607,URO,3-462C,,14,口
852,嘈,U+5608,URO,1-6833,B9CB,14,口
853,嘉,U+5609,URO,1-682D,B9C5,14,口
854,嘍,U+560D,URO,1-682E,B9C6,14,口
855,嘎,U+560E,URO,1-682F,B9C7,14,口
856,嘏,U+560F,URO,2-4933,E14C,14,口
857,嘐,U+5610,URO,1-6834,B9CC,14,口
858,嘓,U+5613,URO,2-4936,E14F,14,口
859,嘔,U+5614,URO,1-682B,B9C3,14,口
860,嘖,U+5616,URO,1-6831,B9C9,14,口
861,嘗,U+5617,URO,1-6829,B9C1,14,口
862,嘛,U+561B,URO,1-6828,B9C0,14,口
863,嘜,U+561C,URO,2-4934,E14D,14,口
864,嘞,U+561E,URO,3-4631,,14,口
865,嘟,U+561F,URO,1-6832,B9CA,14,口
866,嘩,U+5629,URO,1-6C37,BC4D,15,口
867,嘬,U+562C,URO,2-4F6B,E544,15,口
868,嘮,U+562E,URO,1-6C31,BC47,15,口
869,嘯,U+562F,URO,1-6C3D,BC53,15,口
870,嘰,U+5630,URO,1-6C3E,BC54,15,口
871,嘲,U+5632,URO,1-6C34,BC4A,15,口
872,嘴,U+5634,URO,1-6C36,BC4C,15,口
873,嘵,U+5635,URO,2-4F61,E4F9,15,口
874,嘶,U+5636,URO,1-6C3C,BC52,15,口
875,嘸,U+5638,URO,2-4F6D,E546,15,口
876,嘹,U+5639,URO,1-6C33,BC49,15,口
877,嘺,U+563A,URO,2-4F6F,E548,15,口
878,嘻,U+563B,URO,1-6C32,BC48,15,口
879,嘿,U+563F,URO,1-6C35,BC4B,15,口
880,噁,U+5641,URO,2-4F62,E4FA,15,口
881,噆,U+5646,URO,2-4F65,E4FD,15,口
882,噌,U+564C,URO,2-4F60,E4F8,15,口
883,噍,U+564D,URO,3-4B43,,15,口
884,噎,U+564E,URO,1-6C39,BC4F,15,口
885,噓,U+5653,URO,1-6C38,BC4E,15,口
886,噗,U+5657,URO,1-6C3A,BC50,15,口
887,噠,U+5660,URO,2-5648,E8FD,16,口
888,噢,U+5662,URO,1-7047,BEBE,16,口
889,噤,U+5664,URO,1-703F,BEB6,16,口
890,噥,U+5665,URO,1-7043,BEBA,16,口
891,噦,U+5666,URO,2-564B,E941,16,口
892,器,U+5668,URO,1-7042,BEB9,16,口
893,噩,U+5669,URO,1-703E,BEB5,16,口
894,噪,U+566A,URO,1-7041,BEB8,16,口
895,噫,U+566B,URO,1-703C,BEB3,16,口
896,噬,U+566C,URO,1-7046,BEBD,16,口
897,噭,U+566D,URO,2-564D,E943,16,口
898,噯,U+566F,URO,1-7045,BEBC,16,口
899,噱,U+5671,URO,1-7044,BEBB,16,口
900,噳,U+5673,URO,2-564A,E940,16,口
901,噴,U+5674,URO,1-6C3B,BC51,15,口
902,噶,U+5676,URO,1-7048,BEBF,16,口
903,噷,U+5677,URO,2-5650,E946,16,口
904,噸,U+5678,URO,1-7040,BEB7,16,口
905,噹,U+5679,URO,1-703D,BEB4,16,口
906,噼,U+567C,URO,14-687B,,16,口
907,嚀,U+5680,URO,1-7346,C07B,17,口
908,嚂,U+5682,URO,2-5C53,ECC7,17,口
909,嚆,U+5686,URO,2-5C4F,ECC3,17,口
910,嚇,U+5687,URO,1-7349,C07E,17,口
911,嚊,U+568A,URO,3-5447,,17,口
912,嚌,U+568C,URO,2-5C4D,ECC1,17,口
913,嚎,U+568E,URO,1-7345,C07A,17,口
914,嚐,U+5690,URO,1-7347,C07C,17,口
915,嚒,U+5692,URO,3-645B,,17,口
916,嚓,U+5693,URO,2-5C4C,ECC0,17,口
917,嚕,U+5695,URO,1-763C,C250,18,口
918,嚙,U+5699,URO,2-614B,EFBF,18,口
919,嚟,U+569F,URO,3-5757,,18,口
920,嚥,U+56A5,URO,1-782C,C360,19,口
921,嚦,U+56A6,URO,2-653E,F1F2,19,口
922,嚨,U+56A8,URO,1-782D,C456,19,口
923,嚮,U+56AE,URO,1-763D,C251,18,口
924,嚴,U+56B4,URO,1-7964,C459,20,口
925,嚵,U+56B5,URO,2-686C,F440,20,口
926,嚶,U+56B6,URO,1-7963,C458,20,口
927,嚷,U+56B7,URO,1-7962,C457,20,口
928,嚼,U+56BC,URO,1-7965,C45A,20,口
929,嚾,U+56BE,URO,2-6B54,F5C6,21,口
930,囁,U+56C1,URO,1-7A64,C4D9,21,口
931,囂,U+56C2,URO,1-7A66,C4DB,21,口
932,囉,U+56C9,URO,1-7B5B,C56F,22,口
933,囊,U+56CA,URO,1-7B5A,C56E,22,口
934,囌,U+56CC,URO,1-7C34,C5C8,23,口
935,囑,U+56D1,URO,1-7C5D,C5F1,24,口
936,囓,U+56D3,URO,2-7033,F8A5,24,口
937,囚,U+56DA,URO,1-463F,A57D,5,囗
938,四,U+56DB,URO,1-463E,A57C,5,囗
939,囝,U+56DD,URO,1-4760,A65F,6,囗
940,回,U+56DE,URO,1-475F,A65E,6,囗
941,囟,U+56DF,URO,2-2227,C9C7,6,囗
942,因,U+56E0,URO,1-475E,A65D,6,囗
943,囡,U+56E1,URO,2-2226,C9C6,6,囗
944,囤,U+56E4,URO,1-495B,A779,7,囗
945,囥,U+56E5,URO,2-2349,CAA9,7,囗
946,囪,U+56EA,URO,1-4959,A777,7,囗
947,囫,U+56EB,URO,1-495C,A77A,7,囗
948,囮,U+56EE,URO,2-2347,CAA7,7,囗
949,困,U+56F0,URO,1-495A,A778,7,囗
950,囷,U+56F7,URO,2-2570,CBF0,8,囗
951,囹,U+56F9,URO,2-2571,CBF1,8,囗
952,固,U+56FA,URO,1-4C56,A954,8,囗
953,囿,U+56FF,URO,1-504C,ABAA,9,囗
954,圃,U+5703,URO,1-5467,AE45,10,囗
955,圇,U+5707,URO,2-342F,D4AC,11,囗
956,圈,U+5708,URO,1-594E,B0E9,11,囗
957,國,U+570B,URO,1-594F,B0EA,11,囗
958,圍,U+570D,URO,1-5E58,B3F2,12,囗
959,園,U+5712,URO,1-6350,B6E9,13,囗
960,圓,U+5713,URO,1-6351,B6EA,13,囗
961,圖,U+5716,URO,1-6837,B9CF,14,囗
962,團,U+5718,URO,1-6836,B9CE,14,囗
963,圜,U+571C,URO,2-5651,E947,16,囗
964,圝,U+571D,URO,3-5F41,,22,囗
965,圞,U+571E,URO,2-715A,F96B,26,囗
966,土,U+571F,URO,1-4448,A467,3,土
967,在,U+5728,URO,1-4763,A662,6,土
968,圭,U+572D,URO,1-4764,A663,6,土
969,地,U+5730,URO,1-4762,A661,6,土
970,圳,U+5733,URO,1-4761,A660,6,土
971,圻,U+573B,URO,1-4966,A7A6,7,土
972,圾,U+573E,URO,1-4963,A7A3,7,土
973,址,U+5740,URO,1-495F,A77D,7,土
974,坂,U+5742,URO,3-2540,,7,土
975,坅,U+5745,URO,2-234B,CAAB,7,土
976,均,U+5747,URO,1-4961,A7A1,7,土
977,坉,U+5749,URO,2-234D,CAAD,7,土
978,坊,U+574A,URO,1-495D,A77B,7,土
979,坌,U+574C,URO,2-234C,CAAC,7,土
980,坍,U+574D,URO,1-4960,A77E,7,土
981,坎,U+574E,URO,1-4962,A7A2,7,土
982,坏,U+574F,URO,1-4965,A7A5,7,土
983,坐,U+5750,URO,1-4964,A7A4,7,土
984,坑,U+5751,URO,1-495E,A77C,7,土
985,坔,U+5754,URO,3-2541,,7,土
986,坡,U+5761,URO,1-4C5B,A959,8,土
987,坤,U+5764,URO,1-4C5D,A95B,8,土
988,坦,U+5766,URO,1-4C5C,A95A,8,土
989,坨,U+5768,URO,2-2621,CC40,8,土
990,坩,U+5769,URO,1-4C5A,A958,8,土
991,坪,U+576A,URO,1-4C59,A957,8,土
992,坮,U+576E,URO,3-2828,,8,土
993,坯,U+576F,URO,2-2572,CBF2,8,土
994,坱,U+5771,URO,2-2576,CBF6,8,土
995,坳,U+5773,URO,2-257C,CBFC,8,土
996,坵,U+5775,URO,2-257A,CBFA,8,土
997,坷,U+5777,URO,1-4C58,A956,8,土
998,垂,U+5782,URO,1-504D,ABAB,9,土
999,垃,U+5783,URO,1-4C57,A955,8,土
1000,型,U+578B,URO,1-504E,ABAC,9,土
1001,垓,U+5793,URO,1-5054,ABB2,9,土
1002,垞,U+579E,URO,2-2952,CE51,9,土
1003,垠,U+57A0,URO,1-504F,ABAD,9,土
1004,垢,U+57A2,URO,1-5051,ABAF,9,土
1005,垣,U+57A3,URO,1-5050,ABAE,9,土
1006,垤,U+57A4,URO,2-2954,CE53,9,土
1007,垺,U+57BA,URO,2-2E50,D14E,10,土
1008,埃,U+57C3,URO,1-546C,AE4A,10,土
1009,埆,U+57C6,URO,2-2E51,D14F,10,土
1010,埋,U+57CB,URO,1-546B,AE49,10,土
1011,埌,U+57CC,URO,2-2E4C,D14A,10,土
1012,城,U+57CE,URO,1-5052,ABB0,9,土
1013,埒,U+57D2,URO,2-2E4F,D14D,10,土
1014,埔,U+57D4,URO,1-546A,AE48,10,土
1015,埕,U+57D5,URO,2-2E4E,D14C,10,土
1016,域,U+57DF,URO,1-5951,B0EC,11,土
1017,埠,U+57E0,URO,1-5955,B0F0,11,土
1018,埡,U+57E1,URO,2-3444,D4C1,11,土
1019,埤,U+57E4,URO,1-5956,B0F1,11,土
1020,執,U+57F7,URO,1-595A,B0F5,11,土
1021,培,U+57F9,URO,1-595B,B0F6,11,土
1022,基,U+57FA,URO,1-5957,B0F2,11,土
1023,埽,U+57FD,URO,2-3438,D4B5,11,土
1024,堀,U+5800,URO,2-3436,D4B3,11,土
1025,堂,U+5802,URO,1-5958,B0F3,11,土
1026,堃,U+5803,URO,3-3476,,11,土
1027,堅,U+5805,URO,1-5952,B0ED,11,土
1028,堆,U+5806,URO,1-5954,B0EF,11,土
1029,堋,U+580B,URO,2-343B,D4B8,11,土
1030,堘,U+5818,URO,3-3A4A,,12,土
1031,堡,U+5821,URO,1-5E5F,B3F9,12,土
1032,堤,U+5824,URO,1-5E5C,B3F6,12,土
1033,堪,U+582A,URO,1-5E5A,B3F4,12,土
1034,堯,U+582F,URO,1-5E59,B3F3,12,土
1035,報,U+5831,URO,1-5E5E,B3F8,12,土
1036,場,U+5834,URO,1-5E5B,B3F5,12,土
1037,堵,U+5835,URO,1-5959,B0F4,11,土
1038,塊,U+584A,URO,1-635B,B6F4,13,土
1039,塋,U+584B,URO,1-635E,B6F7,13,土
1040,塌,U+584C,URO,1-6359,B6F2,13,土
1041,塍,U+584D,URO,2-422D,DCE6,13,土
1042,塑,U+5851,URO,1-6353,B6EC,13,土
1043,塒,U+5852,URO,1-635D,B6F6,13,土
1044,塔,U+5854,URO,1-6357,B6F0,13,土
1045,塕,U+5855,URO,2-4230,DCE9,13,土
1046,塗,U+5857,URO,1-6355,B6EE,13,土
1047,塘,U+5858,URO,1-6354,B6ED,13,土
1048,塚,U+585A,URO,1-6356,B6EF,13,土
1049,塞,U+585E,URO,1-6352,B6EB,13,土
1050,塠,U+5860,URO,3-405C,,13,土
1051,塢,U+5862,URO,1-635C,B6F5,13,土
1052,填,U+586B,URO,1-6358,B6F1,13,土
1053,塭,U+586D,URO,1-635A,B6F3,13,土
1054,塱,U+5871,URO,2-4238,DCF1,13,土
1055,塵,U+5875,URO,1-6838,B9D0,14,土
1056,塹,U+5879,URO,1-683D,B9D5,14,土
1057,塽,U+587D,URO,1-683F,B9D7,14,土
1058,塾,U+587E,URO,1-6839,B9D1,14,土
1059,墀,U+5880,URO,1-6C3F,BC55,15,土
1060,境,U+5883,URO,1-683A,B9D2,14,土
1061,墅,U+5885,URO,1-683E,B9D6,14,土
1062,墈,U+5888,URO,2-494C,E165,14,土
1063,墉,U+5889,URO,2-493D,E156,14,土
1064,墊,U+588A,URO,1-683C,B9D4,14,土
1065,墓,U+5893,URO,1-683B,B9D3,14,土
1066,墘,U+5898,URO,2-4940,E159,14,土
1067,墜,U+589C,URO,1-6C43,BC59,15,土
1068,增,U+589E,URO,1-6C41,BC57,15,土
1069,墟,U+589F,URO,1-6C40,BC56,15,土
1070,墨,U+58A8,URO,1-702E,BEA5,15,黑
1071,墩,U+58A9,URO,1-6C45,BC5B,15,土
1072,墭,U+58AD,URO,3-463F,,14,土
1073,墮,U+58AE,URO,1-6C44,BC5A,15,土
1074,墳,U+58B3,URO,1-6C42,BC58,15,土
1075,墻,U+58BB,URO,3-504A,F9D9,16,土
1076,墼,U+58BC,URO,2-5659,E94F,16,土
1077,墾,U+58BE,URO,1-704A,BEC1,16,土
1078,壁,U+58C1,URO,1-7049,BEC0,16,土
1079,壅,U+58C5,URO,1-704C,BEC3,16,土
1080,壇,U+58C7,URO,1-704B,BEC2,16,土
1081,壎,U+58CE,URO,1-734E,C0A5,17,土
1082,壑,U+58D1,URO,1-734D,C0A4,17,土
1083,壓,U+58D3,URO,1-734C,C0A3,17,土
1084,壕,U+58D5,URO,1-734B,C0A2,17,土
1085,壘,U+58D8,URO,1-763F,C253,18,土
1086,壙,U+58D9,URO,1-763E,C252,18,土
1087,壞,U+58DE,URO,1-782E,C361,19,土
1088,壟,U+58DF,URO,1-782F,C362,19,土
1089,壠,U+58E0,URO,3-5A2E,,19,土
1090,壢,U+58E2,URO,1-7830,C363,19,土
1091,壤,U+58E4,URO,1-7966,C45B,20,土
1092,壩,U+58E9,URO,1-7C5E,C5F2,24,土
1093,士,U+58EB,URO,1-4449,A468,3,士
1094,壬,U+58EC,URO,1-4531,A4D0,4,士
1095,壯,U+58EF,URO,1-4967,A7A7,7,士
1096,売,U+58F2,URO,3-2544,,7,士
1097,壹,U+58F9,URO,1-5E62,B3FC,12,士
1098,壺,U+58FA,URO,1-5E63,B3FD,12,士
